player_id,player_name,team_name,season_id,season_name,primary_position,secondary_position,player_season_minutes,PC1,PC2,PC3,PC4,PC5,PC6,PC7,cluster
436775,Ángel Jesús Rico Reyes,Pumas UNAM,317,2024/2025,Right Centre Midfielder,Left Centre Midfielder,980.13324,5.4490942910291995,-1.6962848873504988,-3.7296698096330716,0.11872850272259287,3.0790833314081336,-1.2619817072775974,-1.2619397098837037,0
183000,Santiago Trigos Nava,Pumas UNAM,317,2024/2025,Right Defensive Midfielder,Left Defensive Midfielder,1113.2333,-0.26211029369683164,-2.8147553059384443,-1.9084756963830127,-0.19385407724226256,-2.679753174756943,1.5914305364200843,0.01751654243740271,2
392141,Gilberto Adame,Mazatlán,317,2024/2025,Right Wing Back,Right Back,532.23334,-0.4929359182633635,4.242304070526936,-4.324941622250933,0.7112593677351275,-1.366856323374439,-2.9866944259437544,-0.8932770649953312,1
45016,Francisco Contreras Báez,Tijuana,317,2024/2025,Left Back,Left Centre Back,752.0333,-0.3380218837656335,-1.4159909926694378,0.7449519846949856,0.057099529794650015,-2.1422591437933747,-0.03934450173594576,-3.3941897149544342,2
80765,Jesús Alan Vega Grijalva,Tijuana,317,2024/2025,Left Back,Right Midfielder,856.6,3.391243944733619,5.5144894043106945,1.2000500677758072,-1.899704583961644,-1.602725437337629,2.0270736726535414,0.5424410835143267,1
27897,Ulises Rivas Gilio,Pumas UNAM,317,2024/2025,Right Defensive Midfielder,Right Centre Midfielder,1087.0333,-2.0446205303303575,-1.2772624208034473,-5.4739737478087855,-0.937704762018779,1.8464032865058269,0.9280400686323325,0.34437513908111284,2
30726,José Javier Abella Fanjul,Santos Laguna,317,2024/2025,Right Back,Right Centre Back,1704.1333,-1.1221175554657907,4.381120128860189,5.233759422457695,-0.5101236276819651,2.176681048066876,0.7130544408521851,-1.439875819987224,1
359908,Luis Eduardo Gutiérrez Castellanos,Santos Laguna,317,2024/2025,Right Defensive Midfielder,Left Defensive Midfielder,596.01666,-1.4793557562981823,-4.544253604943488,-0.9948812303945064,-2.433335489136933,-0.008681963503069722,-3.290332571473154,0.0932850313656062,2
412577,Emmanuel Ricardo Echeverría Mata,Santos Laguna,317,2024/2025,Left Back,Left Wing Back,2431.5835,-1.3972164484048981,2.3600181957419313,-2.0848594120910997,-0.8868240412255307,-1.1720850013922712,-2.2604404510747513,-0.4903559473758953,1
37591,Aldo López Vargas,Santos Laguna,317,2024/2025,Right Defensive Midfielder,Right Back,2247.4001,-1.2351520984935629,-2.9791604219497887,-2.587173690657374,-3.407402699468905,0.09342142838411413,0.8339247020530198,1.3595010180850304,2
26289,Javier Güemez López,Santos Laguna,317,2024/2025,Left Defensive Midfielder,Left Centre Midfielder,1558.2832,2.1224793471865273,-1.6725268640180828,0.1423752329047861,0.03621750525646013,-0.27154401427290414,1.950095932523457,-1.9151056232396033,0
99579,Salvador Mariscal,Santos Laguna,317,2024/2025,Right Defensive Midfielder,Centre Defensive Midfielder,1651.7666,-5.837939465213473,-3.6022940176070493,0.015479226491275798,-2.020572474469956,0.08104848077026915,0.5254616722260635,-2.07893325381792,2
51031,José Rivaldo Lozano Silva,Atlas,317,2024/2025,Left Wing Back,Left Wing,2495.8335,0.9900430690234675,2.7195309341802982,-7.387081826628441,0.6887828656898365,0.3067540420638164,0.8057226317670495,-0.2886934252443875,0
438466,Paulo Ramírez Barboza,Atlas,317,2024/2025,Centre Defensive Midfielder,Left Defensive Midfielder,747.2834,-0.22284276671939102,-2.5354705180630024,-1.676975698697599,0.9601880253614299,0.16771212569734503,-1.6302822572783056,-2.5497830873873375,2
239906,Leonardo Flores,Atlas,317,2024/2025,Right Wing Back,Centre Forward,845.2833,1.6234632121902666,0.6164085596789577,-10.086381487107142,2.72488004212711,1.3399198888966983,-0.36772487914028446,-3.9690728153779053,0
27900,Carlos Emilio Orrantía Treviño,Atlas,317,2024/2025,Right Wing Back,Right Back,787.8,1.4144751371173865,3.744795169700873,0.19152500732111127,-1.0184037081198878,1.2725002766076414,-1.718493959216204,1.2848922878628088,1
34347,Ángel Jeremy Márquez Castañeda,Atlas,317,2024/2025,Left Defensive Midfielder,Centre Attacking Midfielder,2946.0837,5.128767533596374,-1.1131321318320007,-4.715124586249103,0.6467390210748325,-1.4941216813293603,-0.5374173494919453,-0.028038381769659493,0
28766,Luis Ricardo Reyes Moreno,Atlas,317,2024/2025,Left Back,Left Wing Back,1666.4501,-0.6046804348922225,5.245086045282847,2.1504700709727342,1.121769680286342,2.4884482465491558,0.6611750462827215,-0.02137970698702213,1
75131,Gaddi Axel Aguirre Ledesma,Atlas,317,2024/2025,Right Back,Centre Back,1354.85,-7.3087206249666465,0.0017921702176507865,0.17869966632242035,3.155835875851968,2.145227096792124,1.9171251176633235,-0.9219458521357687,1
43557,Santiago Naveda Lara,Santos Laguna,317,2024/2025,Left Defensive Midfielder,Right Defensive Midfielder,1061.3334,-3.975262538884678,-3.979455910900146,-5.398572261305992,-0.5098438219808425,1.214999634718754,-0.0327210594810094,-2.4795031622970045,2
27959,Juan Pablo Vigón Cham,Tigres UANL,317,2024/2025,Right Defensive Midfielder,Centre Attacking Midfielder,620.5166,4.370321808779149,-3.6531199727122186,-7.383090772756424,-2.8941570837698176,1.056503026425101,0.1655609196128836,-5.6601856262292305,0
28423,Jesús Alberto Angulo Uriarte,Tigres UANL,317,2024/2025,Left Back,Left Centre Back,3318.383,-3.1855748256092733,0.8927120144864658,4.388682088311042,1.0391537605608803,-1.4098350114418405,0.5385349705898204,-0.6307280618093105,1
69030,Jesús Ángel Garza García,Tigres UANL,317,2024/2025,Left Back,Left Wing Back,1464.8167,-0.5508145242345095,2.4551516172333625,0.5709895974634711,-0.002632394969360229,-2.2720989005340657,1.2867558243130204,-1.036687269222785,1
27153,Javier Ignacio Aquino Carmona,Tigres UANL,317,2024/2025,Right Back,Right Wing Back,3541.8833,0.30996089550524525,2.981456455087439,4.291717103826562,0.7538752536281074,-0.8325137335759397,-0.2879502596685132,-1.2497222224383766,1
26324,Aldo Paul Rocha González,Atlas,317,2024/2025,Right Defensive Midfielder,Centre Defensive Midfielder,3079.8164,0.32137723901404336,-4.043466039425447,1.7136415923756574,-0.7017509325874037,1.570364019412577,-0.4864657624773298,-1.1152752980312748,2
28424,Edgar Zaldivar Valverde,Atlas,317,2024/2025,Right Back,Right Wing Back,1160.5499,-3.1203444311732014,0.2625370697482212,-0.5762356201326652,-0.7936827867706432,-0.7297982146083937,1.1208265561994724,1.7358826640075713,1
57938,Emilio Martínez González,Necaxa,317,2024/2025,Right Back,Right Wing Back,925.7001,-6.668286579177954,-0.6641336229751552,-1.9295987931550818,-1.3960246176242086,1.821136412538569,-0.5419439948531835,-0.3688993305779243,2
26406,Jorge Eduardo Sánchez Ramos,Cruz Azul,317,2024/2025,Right Wing Back,Right Back,3062.3667,4.628281290773506,3.0864906672657666,-0.6933112508509366,-1.7510099634943825,-1.368708148023266,-0.4788784047118576,-2.0116023920949346,0
34349,Alexis Hazael Gutiérrez Torres,Cruz Azul,317,2024/2025,Left Centre Midfielder,Left Attacking Midfielder,2260.4167,6.242786028551732,0.6969704944365118,-4.050981687824623,-3.2657513515956285,2.6890839253729584,0.016743508585671703,-1.1739977047749834,0
239947,Bernardo Parra,Tigres UANL,317,2024/2025,Right Defensive Midfielder,Left Defensive Midfielder,596.1666,-0.12548587642460612,-5.219528155114452,0.9350272240052265,-2.004516096693145,-0.20373291680606773,-1.6068708196892072,-1.8094122357885933,2
48924,Bryan Alonso González Olivan,Pachuca,317,2024/2025,Left Back,Left Centre Back,3205.7166,-1.3706921511731978,1.2181606444041566,-1.0711209375352975,-0.3748017989679323,-2.7097666890204617,-0.5006772313188507,-1.640476054153627,1
399872,Jorge Ernesto Berlanga Vázquez,Pachuca,317,2024/2025,Right Back,Right Centre Back,1359.3165,-7.668083254844264,0.8250578693081089,-0.31665802818283956,0.893586660905374,0.6191093127288019,1.1372150418772924,-0.7785763869069569,1
399874,Elías Enrique Montiel Ávalos,Pachuca,317,2024/2025,Right Defensive Midfielder,Left Defensive Midfielder,2806.0498,7.00133880048522,-2.4691980378205063,2.855207117631223,1.3710145320056422,0.3405312770813519,-1.3320439484228075,0.5328028656802919,0
32916,Diego Eduardo De Buen Juárez,Necaxa,317,2024/2025,Right Defensive Midfielder,Right Centre Back,905.4167,-5.764055587657612,1.9645172700642486,1.8501296084513699,-1.697214199459718,-0.5375434788406218,2.1239545939748017,-0.3595720143162426,1
27902,Manuel Alejandro Mayorga Almaráz,Necaxa,317,2024/2025,Left Back,Left Wing Back,2339.2832,-3.0037649060949976,2.948193643060379,-2.221713951238855,0.45529536808749077,-1.5019529101234586,-1.1116184964577218,0.05761592552975404,1
206302,Miguel Alejandro Gómez Ortiz,Guadalajara,317,2024/2025,Right Back,Right Wing Back,611.60004,-0.0559195196517211,1.9012024517924202,-0.5801378640278274,-3.561140802903122,-2.5332718237783003,-0.657116215076232,1.3664184983610488,1
27955,Alan Mozo Rodríguez,Guadalajara,317,2024/2025,Right Back,Right Wing Back,2365.0498,-0.22892852221688417,2.9421084515353773,-0.9781166227616266,-1.1475913260553638,-1.9839128879712915,-1.1557810957310841,-0.44410924270552227,1
24124,Omar Nicolás Govea García,Guadalajara,317,2024/2025,Right Defensive Midfielder,Left Defensive Midfielder,534.4666,5.689086227560241,-2.0602255070451383,4.067631076441915,0.38637533975491845,-1.2772954927181923,-1.032702358248554,0.022524948906312504,0
47213,José Castillo Pérez,Guadalajara,317,2024/2025,Left Back,Right Centre Back,2622.4666,-5.441507548107737,0.5476545079155077,-0.6175132123473837,-2.1858231860865462,-0.7488864617238651,-0.6781243910700395,-1.5112761748318275,1
198802,Pedro Pedraza Reyna,Pachuca,317,2024/2025,Right Defensive Midfielder,Left Defensive Midfielder,2151.15,-3.1528852252593715,-6.238471894208176,-0.3551847835524589,2.0708088979009673,-0.40257888105642675,-0.21337502965358032,-0.00330089648308766,2
275441,Rodrigo López Quiñones,Pumas UNAM,317,2024/2025,Right Centre Midfielder,Right Wing Back,1230.15,7.881336146907463,6.03772321449463,-1.2499424409829278,0.4616932653494863,2.3223902358762216,-0.5571852983939463,1.3636256409302998,0
367199,Román Torres Acosta,Atlético San Luis,317,2024/2025,Right Wing Back,Right Back,1165.4999,-0.8183437230200177,3.7127259429478054,-0.778584798150047,-2.31595830361345,-1.0675484774260244,0.593433898424381,-0.49541481976445817,1
26341,Fernando Rubén González Pineda,Guadalajara,317,2024/2025,Centre Defensive Midfielder,Right Defensive Midfielder,2436.9001,-1.5085833237623592,-4.252046037293473,2.393628525131176,1.2895908770979638,-1.6348421895019094,0.5976994203782157,-2.3972446423823506,2
328562,Mateo Chávez García,Guadalajara,317,2024/2025,Left Back,Left Wing Back,2027.7665,-0.48752061882248143,1.2726001604639878,0.2358806836523616,3.112338716918068,-3.531879115798028,-0.4891203606322526,-0.6774499993324049,1
26386,Luis Francisco Romo Barrón,Guadalajara,317,2024/2025,Right Defensive Midfielder,Right Centre Midfielder,1133.25,6.720088889905264,-2.2290291137886395,-3.2735977859709458,-0.8726712731629255,0.7362005383077908,0.9853898258255995,-4.175852203103148,0
412677,Aldahir Perez,Querétaro,317,2024/2025,Left Centre Midfielder,Right Wing,797.6333,3.4237767981357856,-2.086336348380403,-4.769903692073455,-0.11554857553678763,-0.48821184030665093,1.2675495983222846,3.3360400585248544,0
28419,Diego Armando Barbosa Zaragoza,Toluca,317,2024/2025,Right Back,Right Wing Back,1652.1499,-2.480335018438805,1.1945091939678059,0.4902184349976267,2.5096839050522504,-3.123886536432771,-0.9891611232616533,-2.10848533816405,1
386196,Víctor Manuel Arteaga Camarena,Toluca,317,2024/2025,Right Defensive Midfielder,Left Defensive Midfielder,943.36664,-2.5156597129159683,-5.4060348820796795,0.4202577662115246,0.5617255424460847,0.016873845466326032,-0.8384492018787214,-0.9633270784703103,2
130977,Brian Alberto García Carpizo,Toluca,317,2024/2025,Right Back,Right Wing Back,1899.8667,0.0382659893849722,2.786312967367902,2.364663127125665,-3.5102617835594074,-1.888263966142674,1.0696242788576038,-1.3979680550397982,1
5576,Jesús Daniel Gallardo Vasconcelos,Toluca,317,2024/2025,Left Back,Left Wing Back,3624.1333,0.4050151517670417,3.3564222982014003,-0.025005361706920883,-3.0860433147715707,-0.9491984721401815,2.5796615642046183,-0.2003437406176074,1
275687,Iván Oswaldo Tona Olmeda,Tijuana,317,2024/2025,Left Defensive Midfielder,Right Defensive Midfielder,2312.8,4.729649990502235,-3.2165707086718998,1.851720423678702,-1.7429018924442208,-1.004453608565495,-1.4101699480117007,-0.8225444287156861,0
275842,Aaron Mejía Montoya,Tijuana,317,2024/2025,Right Back,Right Wing Back,2373.9333,-2.1045536244124565,-1.645198477129288,-2.9242838714381296,-2.083156567440243,0.4213155576708842,-1.4860362299931653,-1.9389221496096087,2
31050,Óscar Uriel Macías Mora,Atlético San Luis,317,2024/2025,Right Defensive Midfielder,Left Defensive Midfielder,2833.85,-0.18679859740676927,-5.493569360891243,-1.373522908846556,-2.1860911132193883,-1.4828554108207372,0.4658998107447672,1.7305620545369278,2
26329,Marcel Alejandro Ruiz Suárez,Toluca,317,2024/2025,Left Defensive Midfielder,Right Defensive Midfielder,3823.5002,4.003919841796412,-3.38029166412892,0.8363533940655209,-0.01603078739244056,-1.1540642915924482,2.9474728777985932,-2.6356854375564156,0
26297,Carlos Alberto Rodríguez Gómez,Cruz Azul,317,2024/2025,Centre Defensive Midfielder,Right Defensive Midfielder,3577.35,9.395027266789405,0.5378538316238227,7.276917759729141,-0.9216791628912848,2.157853325190593,-0.3842401606011838,-1.5725468636157367,0
26312,Cristian Yonathan Calderón Del Real,América,317,2024/2025,Left Back,Left Wing Back,2422.9502,-2.8719649104003313,2.6078575682541696,-0.2929735621379843,-1.8669475866866991,-0.6743578722845691,0.15313521290735072,-1.286896918202726,1
330534,Ralph Orquin,Juárez,317,2024/2025,Left Back,Left Centre Back,3140.883,-4.130681509378056,2.842361219942627,-1.3376616111374937,-1.072480111517856,-0.9446458437581587,-2.1800724741142012,0.6916355492980585,1
