cluster,PC1,PC2,PC3,PC4,PC5,PC6,PC7
0,0.9883256795506757,-0.03479248629857731,-0.07223545053003008,-0.019802575949609793,0.12734226195472703,0.013148023423450382,0.0016761594947343735
1,-0.5900651896957724,0.7788789910574997,0.10229642617352054,0.008773016703421782,-0.17926776435761338,-0.0424684669237093,-0.02624047537609485
2,-0.4559721930240385,-0.8880919774446204,-0.028438571008178475,-0.02713818717155298,0.04138287818346008,-0.006560750428315798,0.009009950636790807
