,PC1,PC2,PC3,PC4,PC5,PC6,PC7
player_season_tackles_90,-0.033625560027885935,-0.025072019020654885,0.044681877370726375,0.2981370866188431,-0.25218495911081595,0.08973603391985942,-0.09311231308327697
player_season_interceptions_90,-0.10603459856652335,-0.0067090145591329736,0.0623824268770936,0.15409576736719924,-0.05910647401295682,0.07736067660766303,0.08802729958245677
player_season_pressures_90,0.08346648193052941,-0.1866366489804834,-0.0588218500076744,0.23336938394847087,-0.028656851862948106,0.02828304025732653,-0.07907879339667705
player_season_padj_pressures_90,0.12151610155692694,-0.16777648153628988,0.019167567830965584,0.07145677498051137,-0.1255455478013936,0.06067312471643979,-0.17203914142525414
player_season_pressure_regains_90,0.039146091945893906,-0.1688827077471135,0.031173841257843386,0.19961380134483192,-0.1252106508402669,0.07534263507895118,-0.15299465227718703
player_season_fhalf_pressures_90,0.16926943256968535,-0.1268428130777501,-0.11046680915245134,0.13960817957187774,0.022838838575012455,0.0363100559158055,-0.0807889020910132
player_season_ball_recoveries_90,0.014966558541378213,-0.18127363111803407,0.12856779709198718,0.1560914405802799,-0.05339040153196508,0.04979262714501299,-0.00218429050543599
player_season_fhalf_ball_recoveries_90,0.10653605260550734,-0.1736588259224113,0.05144439616717955,0.13499531350274707,-0.008007779029596037,0.01903439503761049,-0.007787816638991871
player_season_challenge_ratio,-0.05540833577145384,0.07521422844559375,-0.006238001242104981,0.03564465995116379,-0.22474972780465458,0.09130440263757904,-0.1338095958738525
player_season_dribble_faced_ratio,-0.06605962043730768,0.10661791371884076,0.035190121972996154,0.0033890691894911977,-0.19547798828149549,0.07023246876643045,-0.1372624128944458
player_season_dribbled_past_90,0.027432508640661137,-0.0997142170306496,0.04173026078834196,0.2028218835634242,0.03627465589924481,-0.01565776599130736,0.06014994742999189
player_season_average_x_pressure,0.19245975012105887,-0.0587315963985391,-0.12155191776883999,-0.02487128714886683,0.09475850762602958,0.024322624546516597,-0.013672710830354961
player_season_aerial_ratio,-0.0852450160562356,-0.014210758081823236,0.03652822096794935,0.05342403495738548,-0.008299910460464615,0.20596001549544804,-0.13132574248668
player_season_aerial_wins_90,-0.08684419787563599,-0.013041654809949219,-0.04145724190116387,0.1622834532635184,0.04854638825293173,0.25871182503087914,-0.162815132559619
player_season_fouls_90,-0.012082038618521673,-0.10569569123271633,-0.018400855843193616,0.3007639758002236,-0.04657748133435131,0.1147998732826471,-0.037881684156234136
player_season_fouls_won_90,0.10847289669813176,-0.0520978372603829,-0.024235187137491666,0.0979590039502006,-0.09542755523480673,-0.036722034070963805,0.08682171784901614
player_season_yellow_cards_90,-0.027832550156106712,-0.04228186560924598,0.013291826332466358,0.19684499584905069,-0.008699075506319867,0.0982416560760303,0.05946030136256073
player_season_second_yellow_cards_90,-0.029496764866813133,0.00010367630457673448,0.013667373181078395,0.11151084498679477,-0.0006417434294933329,0.028073964966101546,0.02604552138404038
player_season_red_cards_90,0.021919727156893692,0.011884194774641775,0.0010537045927375213,0.001862510359570681,-0.01474914997249681,0.03174672810267886,0.005380197045729966
player_season_average_space_received_in,-0.15667560834115868,0.13624097810415103,0.14213272649157177,-0.05536154323355174,-0.12018139250266673,0.042099450477072746,-0.01872723177707517
player_season_fhalf_ball_receipts_in_space_2_ratio,-0.07730224444362598,0.03944938583474677,0.23184010520837106,-0.07615414579331119,-0.15161260672010837,-0.10742623314368327,0.04727439364751668
player_season_f3_ball_receipts_in_space_2_ratio,-0.02756646610798532,0.06662075000717853,0.18220845524948995,-0.05767909000528619,-0.15927829653774664,-0.18253958671952963,0.05486530935162395
player_season_fhalf_lbp_received_90,0.20563541834938556,0.013288498337996044,-0.13992544099500825,-0.06703791153404505,0.05078695976348382,0.029163487847150813,-0.12175836751144567
player_season_f3_lbp_received_90,0.16655925109258363,0.09929775878414963,-0.1538851757348097,-0.084078159958195,-0.019454931107865298,0.05070755001425,-0.1636685363707138
player_season_lbp_to_space_5_received_90,0.19387274340538016,-0.07481233470443187,-0.02581743005468492,-0.09472179290045649,0.05271374020454102,-0.019754938477687584,-0.07861056416647597
