cluster,PC1,PC2,PC3,PC4,PC5,PC6,PC7
0,4.0301589899664565,-0.45038464456323407,-0.0843822006354415,-0.07790764005157697,-0.0933264076432214,-0.08803951613359154,0.010909246558104877
1,-2.375480160567259,2.3339277774090488,0.5765759870476561,0.48735095259608163,-0.1227965584497941,0.5461094567825222,-0.22876676532582138
2,-3.7989591839134618,-1.6909225943888009,-0.4592711312257842,-0.3780243941662826,0.26981911022681315,-0.4224599649574834,0.21710626531160984
