cluster,PC1,PC2,PC3,PC4,PC5,PC6,PC7
0,0.9899660519634985,-0.13293652171549167,-0.01129593982310339,-0.03520812501600888,-0.029339953543907567,-0.0039788726528168965,-0.007156991603622396
1,-0.7036722671877903,0.6523379943692711,0.16129387288593536,0.12465548833541606,-0.04482331800214728,0.16538853526607034,-0.09156025260017797
2,-0.9061871505532753,-0.36811188898397823,-0.09868282740885415,-0.13922032024126074,0.04332723280267426,-0.09716750791253036,0.05365737294192728
