player_id,player_name,team_name,season_name,primary_position,cluster,role,PC1,PC2,PC3,PC4,PC5,PC6
28869,Julio César González Trinidad,Necaxa,2021/2022,Right Centre Back,1,Aggressive Stopper,0.8261791365425042,0.38259316153822004,0.19790198730246866,-0.11877153902293103,-0.20093698054283943,-0.11031685428845434
36167,Ramón Juárez Del Castillo,Atlético San Luis,2021/2022,Right Centre Back,1,Aggressive Stopper,0.6760991809216383,0.05233908683295073,-0.4949341070841813,-0.40526757563378324,-0.09263368857556789,-0.027594681449343815
35036,Efraín Orona Zavala,Atlético San Luis,2021/2022,Left Centre Back,1,Aggressive Stopper,0.7182844544321041,0.15970257193197945,0.3382443137336222,0.31415992500507395,-0.4655292655040322,0.05616755462498301
131121,José Guadalupe Hernández Clemente,Atlético San Luis,2021/2022,Left Centre Back,0,Ball-Playing Libero,-0.1026810955548444,0.05372084746458263,0.6950092708884236,0.4806443391181624,-0.05551746224644298,-0.33667558840171913
26403,Carlos Alonso Vargas Tenorio,Mazatlán,2021/2022,Left Centre Back,1,Aggressive Stopper,0.6927715880331198,0.46282780845178056,0.4303379002651571,0.04010401451093122,8.136080755572785e-05,-0.050530473257469136
26302,Hugo Isaac Rodríguez De La O,Santos Laguna,2021/2022,Right Centre Back,1,Aggressive Stopper,0.9227556882842674,0.3566242448409351,0.024344537002943967,0.0678718454107617,-0.13111260616400727,0.05638365767369205
76239,Jesús Fernando Piñuelas Sandoval,Atlético San Luis,2021/2022,Right Centre Back,1,Aggressive Stopper,0.8192081074994826,0.3795877102671093,0.08134054492322355,-0.14032538959940838,0.017095622022847035,-0.11233949283377852
133836,Arturo Ortíz Martínez,Pumas UNAM,2021/2022,Right Centre Back,1,Aggressive Stopper,0.03008754416985494,0.7817726584282033,-0.3479311699965021,0.1005257867340214,0.13813335685170483,0.37409876085769816
43322,Gerardo Moreno Cruz,Pumas UNAM,2021/2022,Left Centre Back,2,Positional Blocker,-0.2377289331801889,0.45193766177154504,-0.021743075739041204,-0.41102100799496266,0.1313654709463838,0.050824895195201766
28557,Jorge Emmanuel Torres Nilo,Toluca,2021/2022,Left Centre Back,1,Aggressive Stopper,0.5360739363798268,0.4559003478123392,0.5868745942277289,-0.05820477082596541,0.06611348422622111,-0.16370527053849557
34361,Óscar Haret Ortega Gatica,Toluca,2021/2022,Left Centre Back,1,Aggressive Stopper,0.46902897293268714,0.45166133128455815,-0.5265681370124169,-0.07035713839256452,0.4138909892235894,0.2007349725475195
43541,Brandon Guadalupe Sartiaguin Godoy,Toluca,2021/2022,Centre Back,1,Aggressive Stopper,0.6870694412474775,0.7247848406229994,0.11732827264944362,0.018015416399246524,0.153406969488411,-0.04916033589165765
46156,José Ricardo Galindo Gutiérrez,Pumas UNAM,2021/2022,Right Centre Back,1,Aggressive Stopper,0.1863338223631339,0.814431624862959,0.373125958739723,-0.0051798066975999625,0.13636298483538176,0.1365513346609308
28423,Jesús Alberto Angulo Uriarte,Atlas,2021/2022,Left Centre Back,1,Aggressive Stopper,0.536281498741396,0.7546721496924447,0.26123302613251753,0.07407080576498824,-0.04578123706989239,0.08654797499042467
75131,Gaddi Axel Aguirre Ledesma,Atlas,2021/2022,Left Centre Back,1,Aggressive Stopper,0.6211569482614754,0.5963972498664992,-0.28142452668786155,0.03749985025415005,-0.22213607883291808,-0.003072379353450562
