,PC1,PC2,PC3,PC4,PC5,PC6,PC7
player_season_obv_90,0.08308933123454228,0.15506760787707088,-0.05616823964266352,0.12000471271247007,0.21399112867797696,0.032526351233456964,0.1997630118684939
player_season_over_under_performance_90,0.0304185404579062,0.009241111343185962,-0.0023426836935155366,0.01157231873525667,0.2523412728518922,0.05308084722340701,0.2064786837870345
player_season_tackles_90,-0.047242241273977165,0.0367945346742106,0.2669952859195566,0.18446585024331255,0.0782577756955663,0.07517908181076086,0.0006235328666442654
player_season_interceptions_90,-0.10902007676898152,0.04636355379645775,0.03711146680322273,0.1372432050225143,0.0020703172427271716,0.04594010289523217,0.12036232499228026
player_season_aggressive_actions_90,-0.018597895193935742,0.008820093580161906,0.3144538454428482,0.19257882847525465,-0.021251679199215355,-0.1772098451543849,0.04456853908817886
player_season_pressures_90,0.018756558348264583,-0.03745138080770853,0.3297492519357023,0.14959785255470412,-0.04234384225816729,-0.15134372667036763,0.03232025048770534
player_season_padj_pressures_90,0.05533983605915717,0.06838421507489147,0.30277089444562943,-0.03176274757055497,0.03843839283539108,-0.1938064695678536,-0.11020720716329475
player_season_pressure_regains_90,-0.025048751230733232,0.042915991094393764,0.33024620913794717,0.08335966269964881,0.041383539238940864,-0.12021697216315363,-0.034138706584753806
player_season_fhalf_pressures_90,0.14094655684085836,-0.10056578131546237,0.23114224813147083,0.05533487707984541,-0.03575671840154169,-0.13152928082398102,-0.02053476349047553
player_season_ball_recoveries_90,-0.0653448038057854,0.14875977645679855,0.15344753792371546,0.15094681356289125,-0.005646149850265088,0.2030714235529684,-0.023084611603582956
player_season_fhalf_ball_recoveries_90,0.031155037492608773,0.09235451054375184,0.1696506576638047,0.1115730239171814,-0.03593990354863325,0.22510470289629467,-0.042657224664533665
player_season_challenge_ratio,-0.04039317234921822,-0.030484316111577613,0.03337870428877799,0.007631403643291508,0.22726803110610236,0.27551836503309274,-0.20065352147045065
player_season_dribble_faced_ratio,-0.0324184843593258,0.010798888737317748,0.009148332567780991,-0.00019545551332182128,0.2106548746342117,0.22558657845075522,-0.2129449304831637
player_season_dribbled_past_90,0.006254008661523431,0.06050416986435509,0.1712144040121411,0.14175927991183856,-0.1854906520369139,-0.23270819972137008,0.19661032476242982
player_season_average_x_pressure,0.1810148269488183,-0.11622002695498848,0.020602567722828292,-0.0570884322729921,-0.021446682481442696,-0.03915319696089008,-0.05221257800395067
player_season_aerial_ratio,-0.09422228536757245,0.005571691011234471,0.016310105117500882,0.13914522630387652,0.06262335581139566,0.07843162858980221,-0.15697401116057946
player_season_aerial_wins_90,-0.08169930782616189,-0.06888478971017648,0.028092259900738888,0.21923711696306847,0.04176307742202867,0.04376178507209103,-0.15501146277850827
player_season_fouls_90,-0.045201112854405014,0.002854045451102044,0.19049630223615363,0.22128748801260342,-0.0670382998370009,-0.05043878574028281,0.05854774519377061
player_season_fouls_won_90,0.10866245246887227,-0.007147847562856117,0.11057860559902351,-0.036775460493654925,0.026453906862706197,0.20839259152334896,0.08273946910861871
player_season_yellow_cards_90,-0.044165632798695315,0.02888288875064249,0.0730065488573396,0.14072745411846496,-0.047658975090160455,-0.01988106862416474,0.08078290317323533
player_season_second_yellow_cards_90,-0.02879284008031991,0.018826693504916697,0.013145430698915123,0.07937873567907008,-0.0499162408616166,-0.05860585927045482,0.00866529161597351
player_season_red_cards_90,0.030059059709653623,-0.00671030601296359,0.023335502937335852,-0.029620720479908116,0.02431448449923785,0.030288041201414984,-0.016596835033439686
player_season_average_space_received_in,-0.14289453395501783,0.1701642243635486,-0.06795130172099202,-0.00863501523023369,0.08923941284960096,-0.06795696414479455,0.03837193595381191
player_season_fhalf_ball_receipts_in_space_2_ratio,-0.070787127223806,0.2292811760686073,-0.015672224544116948,-0.07306182632244894,-0.02831741057111115,0.04162402947286658,0.07281205736706257
player_season_f3_ball_receipts_in_space_2_ratio,-0.015641421609628982,0.1874792506512167,-0.005590301432683017,-0.07595208655836316,-0.11481705290494354,0.09640041573656973,0.07973751948149932
player_season_f3_lbp_received_90,0.17836522485322887,-0.1408451100689659,0.0165908123982126,-0.07226585397351563,0.03809863314671687,-0.05558780434423823,-0.14386815384748405
player_season_lbp_to_space_5_received_90,0.16987504828694247,0.0005158702513493852,0.025025574352339916,-0.11617979262375341,-0.038663857241526225,-0.07022596700741464,-0.1281890160511358
