player_id,player_name,team_name,season_id,season_name,primary_position,secondary_position,player_season_minutes,PC1,PC2,PC3,PC4,PC5,PC6,PC7,cluster,p_c0,p_c1,p_c2,p_c3,p_c4,p_c5
28516,Jorge Daniel Hernández Govea,Pachuca,108,2021/2022,Centre Defensive Midfielder,Right Defensive Midfielder,864.35,-3.2846704855997495,-4.397731386522909,0.6930234756166173,-0.7410694317898,1.2991828764489708,-0.8181915004541352,0.6428778335281164,0,0.9945392970122822,4.434024296426286e-31,5.220976840218229e-21,0.005460702983068407,4.64913564258979e-12,3.3442750713113494e-24
52290,Daniel Alonso Aceves Patiño,Pachuca,108,2021/2022,Left Back,Left Wing Back,2096.0166,-4.262598375753079,3.3399580051659705,0.8160561254599834,0.5028636706133335,-0.8667834705789702,-1.0464126779310479,-0.47095359865215786,2,5.51139601218052e-28,8.719580267130843e-69,0.9988839468147754,1.3748733280958451e-06,0.0006601942145722566,0.000454484097324423
29516,Idekel Alberto Domínguez Rodríguez,Necaxa,108,2021/2022,Right Back,Left Back,1444.6501,-3.1747928014452236,-0.8777414353285483,0.3306051316724221,2.9368838743824073,-0.14738795987101805,1.1692875795954827,1.7334335529042564,3,1.4398270740422894e-05,4.4670886649269964e-40,0.003956522113126504,0.9960289739965985,3.1446848190092055e-08,7.417268661065889e-08
130976,Luis Arcadio García Bañuelos,Necaxa,108,2021/2022,Left Wing Back,Left Wing,1132.1666,4.846478395764886,3.536287983644077,-6.798670926742206,0.0459676603560193,-1.458862365734501,-2.2998158510483906,4.76832198950376,5,5.69922358294525e-39,0.02226309369597031,6.276920713510523e-15,0.0010828133405547651,5.386792874352001e-16,0.9766540929634682
26350,Jaime Gómez Valencia,Juárez,108,2021/2022,Right Wing Back,Right Centre Midfielder,1099.0668,-1.623668607356974,0.36246267605057947,-4.268134298062972,0.4320509492881786,-1.2745610564935346,-1.8382259294842596,-0.9402408495350426,3,7.87823890626051e-18,3.550146883698136e-21,0.01761590358701336,0.9607836646729702,1.1748458414542062e-26,0.021600431740016218
30457,Fernando Beltrán Cruz,Guadalajara,108,2021/2022,Left Defensive Midfielder,Right Centre Midfielder,1988.4166,4.879671484063271,-2.7585736892466013,-0.02857990938903717,-0.21927764754981674,-3.101311465073182,-1.8259707227245947,1.2663920275157865,1,8.39941068501524e-10,0.9966388479437501,3.6455128502000426e-55,0.0033605090395368064,6.259947245809265e-07,1.6182047256868933e-08
29267,Miguel Ángel Ponce Briseño,Guadalajara,108,2021/2022,Left Back,Left Wing Back,1547.6501,-4.460994067809586,0.17152220017725717,-0.381329442204197,-2.3812165762248823,-1.0344616241405684,0.2509539285181719,3.2450216553419255,3,2.497595012205292e-15,6.004902562719476e-47,0.44123756601133174,0.5587520563497594,5.248707928471973e-11,1.0377586419230982e-05
27891,Jesús Enrique Sánchez García,Guadalajara,108,2021/2022,Right Back,Right Wing Back,955.1666,-5.461100078514991,-0.34247775698953004,-0.22529857228015018,1.1795613749069536,-1.2352690440862826,-0.28979247243867123,-1.1723988333513173,2,6.402238204789631e-08,4.3131937139155543e-63,0.9861207979103892,0.013877204079562437,9.30609126377151e-12,1.933978360088992e-06
26362,Jesús Antonio Molina Granados,Guadalajara,108,2021/2022,Right Defensive Midfielder,Right Centre Midfielder,1018.85,-2.970102724730499,-5.1746335535254895,-3.9152187664863645,1.4813050349464925,2.7580924693850553,-0.11972706963564264,-1.8609364666280843,3,0.29575012474129203,6.708251173553718e-17,4.5736894209855797e-20,0.7042498752587079,1.4778470188800777e-27,1.5194428054527996e-17
30500,Kevin Nahin Álvarez Campos,Pachuca,108,2021/2022,Right Back,Right Wing Back,3621.383,1.0395393714777805,3.6038938919909604,-0.21147220337521505,1.0968861455107504,-0.04013133284015761,0.14145244154824607,-0.16073187568042843,5,9.481925812786649e-55,1.375883661376248e-16,2.7690021626271646e-05,5.8353901926487085e-08,0.004396465289037224,0.9955757863354342
