cluster,PC1,PC2,PC3,PC4,PC5,PC6,PC7
0,-0.35237012153096936,-0.8843808251055266,0.2631315221273541,0.011780744109314796,0.022572752355019925,-0.15277504935956174,-0.021888922161513717
1,0.9568802755112694,-0.17743598737097652,-0.2144707766676907,-0.033442428080149425,0.06241064014050797,0.04035858615524955,0.016018589314505005
2,-0.8103691805340484,0.579348650942539,-0.06023201833139652,0.027726894984071253,-0.02246193221967803,-0.048644829619578354,-0.01973315246341482
3,-0.4002406707251854,-0.6612627997901641,-0.6007240635212675,-0.05590450439313283,0.07943468485147112,0.17262383150208171,0.049349211202102165
4,0.20350389120614198,0.4618821930003433,0.8481305114219047,0.02442817579736649,0.1301476867433885,-0.07449508377049674,0.053300731748780604
5,0.29267084497046586,0.8114879796260069,-0.1830423693468895,-0.07328749661847445,-0.44635213469018803,0.08388935162658956,-0.10338190282264904
