cluster,PC1,PC2,PC3,PC4,PC5,PC6,PC7
0,-1.6327267657430422,-4.314588827421267,1.3215997733534035,0.08295484541063328,0.03158207893669128,-0.7151781319632339,-0.11600561838883003
1,5.81407961523046,-0.8400222587440314,-1.3717196041905722,-0.1332624804384052,0.3258507509258037,0.20250971867977505,0.05655332442429743
2,-3.8414731178087824,2.6551645374200503,-0.28413914048509464,0.1722834915690306,-0.014817775848689428,-0.12353156346585771,-0.04121770824105231
3,-1.4953042065174542,-2.4050904465881855,-2.432607073649322,-0.0648727400179505,0.344619546963626,0.751829478951676,0.17958621289604149
4,1.3348207414405644,1.9827430607759065,3.8931130541454166,0.08623083998154164,0.8132469820103656,-0.24703179711109807,0.24524227212737557
5,1.4054935171477605,3.2230437959539366,-0.9013664011468159,-0.24269656643313692,-1.6293991239035566,0.35589006189185957,-0.28907347695849783
