player_id,season_id,p_c0,p_c1,p_c2,p_c3
28529,108,2.699231416206891e-08,2.4500158204005527e-18,0.9998723057098389,0.00012766729784707744
30458,108,1.5724357011646456e-05,2.117460034864951e-42,2.652499006470211e-10,0.9999842753777385
28173,108,0.9941401335666065,0.0006084208750811737,1.865458072685571e-15,0.005251445558310782
31044,108,3.2275798240152803e-13,7.088404242982506e-22,0.9978582196726665,0.0021417803270108384
31044,108,1.6209465280367388e-13,7.063727759839721e-29,0.9964719245174264,0.0035280754824114427
26361,108,2.3495335125988675e-17,5.510406075702553e-35,0.9846107425786309,0.015389257421369092
4493,108,0.0008087183258617648,3.062233346863683e-29,1.673766824299501e-12,0.9991912816724645
5526,108,2.082729373129203e-14,3.66805524065357e-33,0.9997301023837978,0.0002698976161813605
5529,108,1.9699544877150127e-06,1.5999797165976963e-49,3.615315125946135e-08,0.999997993892361
28508,108,0.028562634131538027,1.6708678169738727e-41,2.7417483049879515e-06,0.9714346241201571
27234,108,4.057861639811015e-11,3.2353089325944944e-36,0.9994325235991386,0.0005674763602827822
26258,108,0.9999886057868268,3.879297223571091e-15,7.175805922146847e-17,1.1394213169325814e-05
28617,108,0.005611810436845467,0.9943124224294005,7.576712679423559e-05,6.959761394182782e-12
26345,108,0.18690033473253054,0.8130996650542506,2.019157954597452e-10,1.1303084496157954e-11
35976,108,5.093650654373451e-07,0.00016091685027824355,0.9998377250347138,8.487499427321608e-07
50461,108,6.529801383352608e-07,1.7361257591504683e-21,4.0992893403426044e-05,0.999958354126458
27904,108,9.248145936628266e-07,6.537842785965879e-56,1.3060368524729525e-12,0.9999990751841004
45216,108,0.19911582438680794,5.962528128830199e-26,6.229632116897474e-15,0.8008841756131863
36661,108,2.2752750327786765e-05,5.681849229994655e-38,8.736092593637298e-16,0.9999772472496712
35492,108,0.062291193259214436,1.5695433460884258e-18,2.485773401148359e-16,0.9377088067407853
28159,108,0.06503640199479908,0.9349635064362037,2.7587736460568756e-08,6.398126069334815e-08
31956,108,1.6325789052492945e-05,2.191657202315234e-41,1.4560884268021252e-11,0.9999836741963868
26351,108,1.5007214633955427e-10,3.823640546130212e-28,0.9999861004107131,1.3899439214848492e-05
43477,108,0.005299698735412145,0.9946999703531643,4.2762818990775774e-08,2.8814860449314805e-07
28160,108,0.08500804902726836,0.9149919414686629,1.129127818606799e-15,9.504067548777016e-09
27953,108,1.720328834193318e-08,0.00021564359714723144,0.9997741539340207,1.0185265543823089e-05
28515,108,0.0655393978230014,0.9344605918943596,6.829500982758078e-13,1.0281956139187306e-08
28419,108,0.9998961248168964,3.1899725595629584e-09,2.0059260869217477e-19,0.00010387199313092237
26324,108,2.841894648298344e-13,4.918716671299454e-35,0.9993816083651509,0.0006183916345648395
37359,108,4.065961990587643e-08,3.810111047265859e-05,0.9999528310804241,9.02714948329743e-06
43552,108,0.002730283981948234,0.9972696882629686,2.732892558560264e-08,4.26157478906372e-10
34195,108,1.6384412196800046e-05,6.720350180341566e-09,0.05637192824147898,0.9436116806259741
92574,108,0.009610678514218712,0.9903712171411712,2.2907821363381067e-08,1.8081436788593083e-05
26278,108,5.810406530384585e-10,3.767181731154602e-08,0.9999974016971501,2.560049991786272e-06
26330,108,0.06133455841381437,0.9386653954014991,6.433747318804517e-11,4.612034900158858e-08
30726,108,0.2978316117284319,0.7021682249091344,4.2951448601355843e-13,1.633620040563342e-07
28766,108,0.9971407351859386,8.798986781899295e-10,6.033506721446612e-20,0.002859263934162579
28424,108,7.206672743149728e-14,1.3213668869927403e-19,0.9948662005251748,0.005133799474753128
26375,108,8.907195848197132e-05,1.5287039131420954e-32,9.843545688799761e-05,0.9998124925846297
26315,108,0.007726928784425115,0.9922729750850264,9.612988644237774e-08,6.620854043836806e-13
27902,108,0.7781779900733713,0.22181918388505614,2.427029101101703e-06,3.9901247126594186e-07
27153,108,0.9999968198649973,4.2108028928544385e-16,3.7759133989696143e-13,3.180134624480079e-06
27959,108,3.743594382667938e-09,6.582746566374423e-32,0.0016234237327894193,0.998376572523616
32970,108,0.03621094032780812,0.9637890588271123,1.4920397151178958e-17,8.450796259987641e-10
43708,108,4.855142533066719e-13,1.6955262015772982e-17,0.9999465765329683,5.3423466546104165e-05
27888,108,3.596089393937372e-09,1.411575495019417e-09,0.9999989579469177,1.037045417422663e-06
26342,108,0.013747051702590182,0.9862529423263365,5.968559033283857e-09,2.5141922476458265e-12
43622,108,4.648734531951316e-05,1.784403187831951e-09,0.9999531965416699,3.143286072443517e-07
28432,108,0.0022489527390514184,0.9977510380128913,5.026667978335004e-09,4.221389480381841e-09
26325,108,0.0017755095655764982,0.998206518708479,1.797169970819125e-05,2.6236255343496964e-11
42636,108,0.021655897153294735,0.9783441018667164,1.2582853400101863e-18,9.79988862018907e-10
30945,108,0.0006531377719926816,0.9993407525560283,6.109127593755457e-06,5.443853126616995e-10
29265,108,1.1111311700596537e-12,8.883884658271221e-25,0.9993117387490335,0.0006882612498553826
27900,108,0.020228476997698714,0.9797715202401125,1.2843484989537698e-14,2.7621759499470162e-09
26376,108,0.9674188775922454,3.5120936813567068e-09,1.8685986189272104e-06,0.03257925029704152
27897,108,2.29376319831904e-08,8.483464610770179e-06,0.9999398929198939,5.160067786333981e-05
44362,108,6.199806659709679e-06,1.1221967493117832e-29,1.0360370081314053e-10,0.9999938000897366
183000,108,8.651602326803788e-15,2.1892966110232715e-38,0.9987512257154133,0.0012487742845781055
27955,108,0.9763224353827687,1.6084902605730409e-21,1.3389855128267106e-22,0.023677564617231094
29517,108,1.4356471134922436e-07,6.050107918721265e-56,5.6799518724066274e-11,0.999999856378489
43622,108,5.80676826772273e-07,1.3441620561561422e-10,0.999998982139259,4.370494980613019e-07
28516,108,6.053124515621114e-13,4.823989941537684e-19,0.9999928454120065,7.154587388158801e-06
52290,108,0.016703106258395075,0.9832968937395637,7.20690503287305e-13,1.3204179120483187e-12
29516,108,0.006075073793406812,0.0005495082970199494,0.993374531775889,8.861336843270465e-07
130976,108,0.08752539137227391,5.682406380833432e-14,1.1374637621236107e-14,0.912474608627658
26350,108,0.047045327931007595,0.9382362927845459,0.00020068925139926568,0.014517690033047311
30457,108,1.0878255597997267e-08,1.4074092114947852e-54,3.85112898197117e-06,0.9999961379927624
29267,108,0.005991084432858233,0.9920499775860107,0.0019589379600573175,2.1073835606419182e-11
27891,108,0.009403068020540403,0.9854730339104714,0.005123897904168184,1.6482005140521832e-10
26362,108,2.701296012707556e-14,6.364284077800239e-17,0.9995829209889522,0.00041707901102072377
